1359076173636,474,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,474
1359076174894,211,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,211
1359076175725,233,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,233
1359076176391,215,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,215
1359076176862,139,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,139
1359076177234,104,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,103
1359076177674,113,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,112
1359076178028,132,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,132
1359076178379,121,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,290,120
1359076179116,240,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,240
1359076179571,237,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,237
1359076180011,109,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,109
1359076180328,119,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,119
1359076180689,282,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,282
1359076181303,150,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,150
1359076181837,985,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,985
1359076183145,113,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,112
1359076183717,144,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,144
1359076184321,88,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,87
1359076184599,89,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,89
1359076185342,97,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,97
1359076185604,89,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,89
1359076185947,119,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,119
1359076186234,81,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,81
1359076186470,117,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,117
1359076187127,195,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,194
1359076187541,94,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,94
1359076187981,79,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,79
1359076188240,82,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,82
1359076188486,84,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,84
1359076188723,88,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,88
1359076189048,82,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,82
1359076189597,76,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,76
1359076190039,77,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,77
1359076190297,74,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,74
1359076190634,105,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,105
1359076190913,72,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,71
1359076191200,118,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,118
1359076191672,157,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,157
1359076192311,73,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,72
1359076192712,76,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,75
1359076192942,72,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,72
1359076193319,80,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,80
1359076193557,86,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,86
1359076193828,81,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,81
1359076194157,213,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,213
1359076194539,80,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,80
1359076194977,76,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,76
1359076195214,69,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,69
1359076195545,77,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,77
1359076195768,115,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,115
1359076196151,95,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,95
1359076196673,82,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,81
1359076196980,74,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,74
1359076197197,75,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,75
1359076197479,76,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,311,76
1359076197708,74,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,74
1359076197921,107,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,106
1359076198269,73,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,73
1359076198498,75,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,75
1359076198816,74,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,74
1359076199089,77,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,77
1359076199322,100,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,100
1359076199971,99,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,99
1359076200370,72,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,72
1359076200589,70,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,70
1359076200891,78,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,78
1359076201685,73,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,73
1359076201990,98,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,98
1359076202322,83,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,83
1359076202549,70,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,70
1359076203144,68,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,68
1359076203440,67,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,67
1359076203733,71,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,71
1359076203952,71,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,71
1359076204330,68,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,67
1359076204640,92,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,92
1359076204888,81,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,81
1359076205153,100,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,100
1359076205431,90,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,90
1359076205755,68,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,68
1359076206117,101,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,101
1359076206469,62,Fedora Create Object Request,201,Created,Fedora group 1-1,text,true,292,62
